ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4208803,4178577,4,5
4208803,4186747,4,5
4208803,4187380,3,3
4208803,4196951,2,2
4208803,4197033,4,4
4208803,4200561,4,4
4208803,4208803,0,0
4208803,4215602,3,3
4208803,4219986,3,3
4208803,4261388,3,3
4208803,4281072,4,4
4208803,4323629,1,1
4208803,4332245,3,3
4208803,4336891,1,1
4208803,4336893,2,2
4208803,4337317,3,3
4208803,4337442,1,1
4208803,4338613,2,2
4208803,4339966,3,3
4208803,40480172,1,1
4208803,40483557,4,4
4208803,44789913,3,3
4208803,44805913,3,3
4208803,44806684,4,4
4208803,44809600,3,3
4211641,4332245,4,4
4211812,4080277,10,11
4211812,4080412,8,9
4211812,4080719,11,12
4211812,4093556,5,5
4211812,4110932,8,11
4211812,4126180,4,14
4211812,4134660,12,13
4211812,4149749,10,11
4211812,4179421,9,10
4211812,4225249,7,10
4211812,4241346,8,9
4211812,4250014,9,10
4211812,4323818,5,9
4211812,37113210,12,13
4211812,37113663,6,6
4213824,4100134,1,1
4214763,4164437,3,3
4214763,4222516,3,3
4214793,4080408,9,11
4214793,4093556,5,5
4214793,4099638,11,12
4214793,4110932,8,11
4214793,4126180,4,14
4214793,4179421,9,10
4214793,4250014,9,10
4214793,4339406,8,10
4214793,37118787,10,11
4214956,44782694,6,6
4214956,46270486,3,4
4215418,42689685,1,1
4215418,44807374,1,1
4215602,4215602,0,0
4215685,44782798,4,4
4215793,2001490,4,6
4215793,4019141,4,6
4215793,4020234,4,6
4215793,4221982,4,6
4215793,4338609,5,7
4215793,44812289,2,2
4216293,40483706,2,2
4216314,4110932,7,7
4216544,4080111,7,7
4216544,4080277,8,8
4216544,4080412,6,6
4216544,4080719,9,9
4216544,4110184,5,5
4216544,4134660,10,10
4216544,4149749,8,8
4216544,4220705,7,7
4216544,4225249,5,7
4216544,4241346,6,7
4216544,4242112,6,6
4216544,4323818,6,6
4216544,4339406,6,8
4216544,37117438,9,9
4216544,37118789,7,7
4217142,4080408,5,7
4217142,4080719,7,7
4217142,4099638,7,7
4217142,4110932,6,6
4217142,4126180,9,9
4217142,4179421,5,6
4217142,4250014,5,5
4217142,37113210,8,8
4217142,37118787,6,6
4217722,2001490,2,2
4217722,4140440,3,3
4217941,4197339,4,4
4217941,4200317,4,4
4217941,4203378,4,4
4218016,4080111,10,11
4218016,4080408,10,12
4218016,4099638,12,13
4218016,4110184,6,9
4218016,4149749,11,12
4218016,4220705,10,11
4218016,4241346,9,10
4218016,4242112,9,10
4218016,4339406,9,11
4218016,37117438,12,13
4218016,37118789,10,11
4219536,4080111,11,12
4219536,4080277,12,13
4219536,4080412,10,11
4219536,4110184,7,10
4219536,4134660,14,15
4219536,4149749,12,13
4219536,4220705,11,12
4219536,4225249,9,12
4219536,4241346,10,11
4219536,4242112,10,11
4219536,4323818,7,11
4219536,4339406,10,12
4219536,37117438,13,14
4219536,37118789,11,12
4219982,4110932,4,4
4219995,4219995,0,0
4220520,4164437,1,1
4220520,4222516,1,1
4220705,4080269,1,1
4220705,4080709,2,2
4220705,4080711,3,3
4220705,4082817,2,2
4220705,4087563,1,1
4220705,4140511,1,1
4220705,4149749,1,1
4220705,4174292,3,3
4220705,4220705,0,0
4220705,4289474,1,1
4221281,4100132,2,2
4221281,4100135,1,1
4221281,4100871,3,3
4221281,4102852,2,2
4221281,4102855,1,1
4221281,4221281,0,0
4221281,37399551,2,2
4222543,4080277,11,12
4222543,4080412,9,10
4222543,4080719,12,13
4222543,4110184,6,9
4222543,4126180,5,15
4222543,4134660,13,14
4222543,4149749,11,12
4222543,4225249,8,11
4222543,4241346,9,10
4222543,4242112,9,10
4222543,4250014,10,11
4222543,4323818,6,10
4222543,37113210,13,14
4222543,37113663,7,7
4222543,37117438,12,13
4223626,4338609,1,1
4225249,4110932,1,1
4225249,4225249,0,0
4225473,4019944,2,2
4225473,4181800,3,3
4226399,313217,1,1
4226399,4141360,2,2
4226399,4154290,2,2
4226399,4199501,2,2
4226399,4232697,2,2
4226399,45768480,3,3
4227089,43021062,1,1
4227123,4193786,2,2
4227253,434467,6,6
4227253,438172,6,6
4227253,4027246,5,5
4227253,4028322,6,8
4227253,4049297,5,5
4227253,4064452,2,2
4227253,4065285,2,2
4227253,4079145,5,5
4227253,4088352,6,8
4227253,4088984,7,7
4227253,4088987,6,6
4227253,4089461,7,7
4227253,4091903,6,6
4227253,4100131,6,6
4227253,4100134,6,7
4227253,4100136,4,4
4227253,4100137,5,5
4227253,4100139,6,6
4227253,4100867,6,6
4227253,4100870,6,6
4227253,4101026,4,4
4227253,4101029,5,6
4227253,4101032,5,7
4227253,4101485,5,7
4227253,4102846,5,5
4227253,4102849,5,5
4227253,4102856,4,4
4227253,4103195,5,5
4227253,4108350,4,4
4227253,4108352,5,5
4227253,4108832,6,7
4227253,4119601,6,7
4227253,4121470,5,7
4227253,4121479,7,7
4227253,4124689,4,6
4227253,4124696,6,7
4227253,4124697,7,7
4227253,4124704,5,7
4227253,4137382,4,7
4227253,4141360,4,7
4227253,4144613,3,3
4227253,4146580,7,7
4227253,4154290,4,7
4227253,4171269,6,6
4227253,4221281,4,4
4227253,4232697,6,7
4227253,4289309,5,5
4227253,4302802,6,6
4227253,4316879,4,6
4227253,4317287,5,6
4227253,36712986,7,7
4227253,36714994,7,7
4227253,36715042,4,8
4227253,37110775,5,7
4227253,37395821,6,7
4227253,37395937,5,7
4227253,40486063,7,7
4227253,40486560,7,7
4227253,40486703,6,6
4227253,40487037,5,5
4227253,40487103,5,7
4227253,40487418,5,6
4227253,40487549,2,2
4227253,40488396,5,7
4227253,40488891,6,6
4227253,40489802,5,6
4227253,40491008,5,5
4227253,40491962,2,2
4227253,40493209,5,5
4227253,43020563,6,6
4227253,43020582,7,7
4227253,43020889,4,8
4227253,43020892,5,7
4227253,43021062,5,6
4227253,43021069,2,2
4227253,43021297,4,8
4227253,43021480,5,5
4227253,44803309,8,8
4227253,44803452,7,7
4227253,44803455,7,7
4227253,44804850,5,6
4227253,45768480,7,8
4229749,4229749,0,0
4231363,4108352,2,2
4232222,4110184,4,4
4232658,4232658,0,0
4232691,4232691,0,0
4233903,4121470,6,7
4234296,4021904,3,4
4234296,4336766,5,5
4234901,4093556,3,3
4234901,37113663,4,4
4234997,4049297,2,2
4234997,43020888,2,2
4235124,2001578,2,2
4235124,4077018,1,1
4235124,4250607,2,2
4235428,45769228,3,3
4235899,2313930,0,1
4235899,4235899,0,0
4236004,4236004,0,0
4236884,4069096,1,1
4236884,4100254,1,1
4236884,4102990,2,2
4236884,4236884,0,0
4236884,4245618,1,1
4236884,40486037,1,1
4236884,44803454,1,1
4237062,4108352,1,1
4237304,45765138,2,2
4237321,4203829,4,4
4237321,44783731,1,1
4237366,4080277,8,12
4237366,4080412,6,10
4237366,4080719,9,13
4237366,4093556,7,8
4237366,4110932,8,13
4237366,4126180,11,15
4237366,4134660,10,14
4237366,4149749,8,12
4237366,4225249,7,12
4237366,4241346,6,10
4237366,4250014,7,11
4237366,4323818,6,9
4237366,37113210,10,14
4237366,37113663,8,9
4237500,4149749,3,3
4237500,4241346,2,2
4237500,4250014,2,2
4238639,4193786,3,3
4239021,4081035,1,1
4239021,4174753,1,1
4239283,4081033,6,6
4239283,4081035,4,7
4239283,4081036,7,7
4239283,4088493,5,5
4239283,4171263,6,6
4239283,4174438,6,6
4239283,4174439,7,7
4239283,4174753,4,6
4239283,4174754,6,6
4239904,4044731,3,3
4239905,4160326,3,3
4240421,4080111,6,6
4240421,4080408,6,8
4240421,4099638,8,8
4240421,4110932,7,7
4240421,4179421,6,7
4240421,4220705,6,6
4240421,4242112,5,5
4240421,4339406,5,7
4240421,37118787,7,7
4240421,37118789,6,6
4240671,4080111,8,14
4240671,4080408,8,14
4240671,4099638,10,16
4240671,4110184,6,10
4240671,4110932,9,13
4240671,4179421,8,14
4240671,4220705,8,14
4240671,4242112,7,13
4240671,4339406,7,13
4240671,37115646,8,8
4240671,37117438,10,16
4240671,37118787,9,15
4240671,37118789,8,14
4241346,4080119,2,2
4241346,4087710,2,2
4241346,4093809,2,2
4241346,4179422,2,2
4241346,4202467,2,2
4241346,4204805,2,2
4241346,4204806,3,3
4241346,4241346,0,0
4241346,4298328,1,1
4241346,4328089,2,2
4241403,4080277,9,10
4241403,4080412,7,8
4241403,4080719,10,11
4241403,4110184,6,7
4241403,4126180,12,13
4241403,4134660,11,12
4241403,4149749,9,10
4241403,4225249,7,9
4241403,4241346,7,8
4241403,4242112,7,8
4241403,4250014,8,9
4241403,4323818,7,8
4241403,37113210,11,12
4241403,37117438,10,11
4242112,4028386,2,2
4242112,4029369,3,3
4242112,4032778,1,1
4242112,4080006,3,4
4242112,4080118,2,2
4242112,4080120,3,3
4242112,4080269,2,2
4242112,4080414,3,3
4242112,4080415,2,2
4242112,4080417,2,2
4242112,4080544,3,3
4242112,4080709,3,3
4242112,4080711,4,4
4242112,4082817,3,3
4242112,4082819,4,4
4242112,4087386,2,2
4242112,4087563,2,2
4242112,4093234,2,2
4242112,4093760,2,3
4242112,4094102,3,3
4242112,4094250,3,3
4242112,4096518,3,3
4242112,4097727,4,4
4242112,4099012,2,2
4242112,4099062,3,3
4242112,4099454,2,2
4242112,4099639,3,3
4242112,4129765,1,1
4242112,4136286,1,1
4242112,4139342,1,1
4242112,4140511,2,2
4242112,4147381,2,2
4242112,4149749,2,2
4242112,4169585,2,2
4242112,4174117,3,3
4242112,4174119,2,2
4242112,4174120,2,2
4242112,4174124,3,3
4242112,4174291,3,3
4242112,4174292,4,4
4242112,4179422,3,3
4242112,4197680,2,2
4242112,4204805,3,3
4242112,4241346,1,1
4242112,4250014,1,1
4242112,4267125,1,1
4242112,4267425,2,2
4242112,4285599,1,1
4242112,4286484,2,2
4242112,4289474,2,2
4242112,4297771,2,2
4242112,4305968,2,2
4242112,4310982,3,3
4242112,4313270,2,2
4242112,4315405,2,2
4242112,4321703,2,2
4242112,4328347,2,2
4242112,37111737,3,3
4242112,37113192,3,3
4242112,37113194,3,3
4242112,37113207,3,3
4242112,37113546,3,3
4242112,37113547,3,3
4242112,37118104,3,3
4242112,37118790,3,3
4242893,4110184,6,6
4243478,4322710,5,5
4245646,4101485,2,2
4245646,40488396,2,2
4246197,40480172,2,2
4246414,4246414,0,0
4247371,36716113,5,6
4248028,4028322,4,4
4248028,4088352,4,4
4248028,4108830,3,3
4248028,4108832,3,3
4248028,4109365,2,2
4248028,4115173,1,1
4248028,4117112,3,3
4248028,4119601,3,3
4248028,4121479,3,3
4248028,4124697,3,3
4248028,4137382,3,3
4248028,4141360,3,3
4248028,4171269,2,2
4248028,4303256,2,3
4248028,36714994,3,3
4248028,36715042,4,4
4248028,37395821,3,3
4248028,42872924,4,4
4248028,43022053,2,2
4248028,44782442,2,3
4249161,2001467,1,1
4249161,2001469,1,2
4249161,2001470,1,2
4249833,4197338,4,6
4249833,4197339,4,6
4249833,4200318,4,6
4249833,4324480,3,5
4249833,4336057,4,6
4250014,4027254,1,1
4250014,4029370,1,1
4250014,4029963,1,1
4250014,4080006,3,3
4250014,4080119,2,2
4250014,4080120,2,2
4250014,4080408,2,2
4250014,4080414,2,2
4250014,4080416,1,1
4250014,4082641,2,2
4250014,4093760,2,2
4250014,4099061,2,2
4250014,4136804,1,1
4250014,4159571,2,2
4250014,4174118,2,2
4250014,4174119,1,1
4250014,4174124,2,2
4250014,4194307,2,2
4250014,4194681,1,1
4250014,4225579,1,1
4250014,4298328,1,1
4250014,4300323,1,1
4250014,4322817,1,1
4250014,4328089,2,2
4250014,4339406,1,1
4250014,37111737,2,2
4250014,37112240,3,3
4250014,37113193,2,2
4250014,37114602,3,3
4250014,37114809,2,2
4250014,37118104,2,2
4250014,37118790,2,2
4250607,2001578,0,0
4250607,4250607,0,0
4256244,4080277,7,7
4256244,4080412,5,5
4256244,4080719,8,8
4256244,4110184,4,4
4256244,4134660,9,9
4256244,4149749,7,7
4256244,4220705,6,6
4256244,4225249,6,6
4256244,4241346,5,6
4256244,4242112,5,5
4256244,4323818,5,5
4256244,37113210,9,9
4256244,37117438,8,8
4256244,37118789,6,6
4259632,4197338,7,9
4259632,4200317,7,9
4261323,4083543,2,2
4261323,4181800,2,2
4261842,36715042,1,1
4263915,4066746,2,2
4263915,40493497,2,2
4264715,4215602,1,1
4265443,44809428,1,1
4265504,2001469,1,1
4265504,4039864,1,1
4265504,4146733,1,1
4266186,4124689,7,9
4266186,43021997,3,3
4266393,2313809,0,1
4266653,43021997,2,2
4268185,4351734,2,2
4270363,4055567,3,3
4270363,4077018,4,4
4270363,4250607,5,5
4272314,4040916,4,4
4272314,37018137,4,5
4272314,45760208,3,3
4272314,46272836,4,5
4273462,4273462,0,0
4273462,4317287,1,1
4273462,43021064,1,1
4273755,4019944,4,4
4273755,4181800,5,5
4274025,314665,8,10
4274025,434467,8,10
4274025,438172,4,10
4274025,4028322,8,10
4274025,4066746,7,10
4274025,4068155,7,9
4274025,4081040,7,9
4274025,4088352,8,10
4274025,4089460,9,11
4274025,4100132,7,10
4274025,4100134,7,8
4274025,4100135,7,9
4274025,4100137,7,9
4274025,4100254,8,9
4274025,4100866,7,8
4274025,4101032,7,9
4274025,4101033,6,10
4274025,4101485,7,9
4274025,4102849,7,9
4274025,4102852,7,10
4274025,4108350,6,8
4274025,4108830,6,10
4274025,4108832,8,10
4274025,4109365,8,10
4274025,4115173,7,9
4274025,4117112,8,10
4274025,4119601,8,10
4274025,4119602,8,10
4274025,4120084,6,8
4274025,4121479,9,11
4274025,4124689,7,9
4274025,4124697,9,11
4274025,4137382,4,9
4274025,4139517,4,7
4274025,4171887,8,10
4274025,4216321,5,9
4274025,4221281,6,8
4274025,4236004,7,9
4274025,4245618,7,9
4274025,4277903,7,9
4274025,4303256,6,9
4274025,36714994,9,11
4274025,36715042,4,11
4274025,36716866,8,10
4274025,37395821,2,10
4274025,40486037,6,9
4274025,40486063,4,11
4274025,40487981,9,10
4274025,40488071,8,9
4274025,40488396,7,9
4274025,40489904,8,10
4274025,40490945,9,10
4274025,40491008,6,7
4274025,40491931,6,8
4274025,40493497,9,10
4274025,42872924,8,10
4274025,43020562,8,10
4274025,43020892,6,9
4274025,43020925,4,4
4274025,43021060,5,9
4274025,43021062,7,9
4274025,43021300,4,4
4274025,43021480,7,9
4274025,43021828,7,9
4274025,43021997,3,9
4274025,43022053,7,10
4274025,43022066,7,9
4274025,44782442,8,10
4274025,44803453,9,11
4274025,44803455,8,9
4274970,36716113,1,1
4275423,4108830,2,2
4275423,4190306,2,2
4275423,43021733,1,1
4275423,43022053,1,1
4275423,44782442,1,1
4275564,2001469,2,4
4275564,2001474,2,2
4275564,2001476,2,6
4275564,2001479,1,2
4275564,2001490,1,4
4275564,2001551,3,3
4275564,4018430,4,6
4275564,4018431,3,3
4275564,4031920,4,5
4275564,4039864,3,4
4275564,4069636,5,6
4275564,4083543,2,6
4275564,4094190,3,5
4275564,4125858,2,4
4275564,4140162,3,3
4275564,4140440,2,5
4275564,4144854,2,3
4275564,4146733,3,5
4275564,4164437,3,3
4275564,4174690,3,5
4275564,4195096,3,5
4275564,4222516,3,3
4275564,4266393,2,4
4275564,4302303,4,4
4275564,4336765,3,3
4275564,4336768,3,3
4275564,4336887,2,2
4275564,4337318,2,2
4275564,4337437,3,4
4275564,4337438,3,3
4275564,4337440,3,3
4275564,4338611,4,4
4275564,4338613,4,4
4275564,4338614,4,4
4275564,4339961,3,4
4275564,4339967,3,5
4275564,4351734,2,2
4275564,40481068,3,3
4275564,40483333,3,3
4275564,40485434,3,3
4275564,44783044,3,4
4275564,44790436,3,4
4275564,44810112,3,3
4275564,45769228,3,3
4277352,43021733,4,4
4277352,43022053,4,4
4277903,4277903,0,0
4279903,2001551,4,7
4279903,4021904,4,7
4279903,4125858,3,5
4279903,4140162,2,4
4279903,4174690,3,5
4279903,4266393,3,5
4279903,4336765,4,7
4279903,4336766,5,8
4279903,4337438,1,1
4279903,40480172,4,5
4280957,37115646,6,6
4281749,4066746,4,5
4281749,40493497,4,5
4286047,4140992,1,1
4286948,4332245,2,2
4287115,2313922,0,0
4287115,2313928,0,1
4287115,2313930,0,1
4287115,4287115,0,0
4287856,42709991,2,2
4289309,76798,3,3
4289309,434467,1,1
4289309,438172,1,1
4289309,4100140,1,1
4289309,4100254,2,2
4289309,4100874,2,2
4289309,4101030,2,2
4289309,4101032,2,2
4289309,4102990,3,3
4289309,4245618,2,2
4289309,36716866,1,1
4289309,40486037,2,2
4289309,40489904,1,1
4289309,43020562,1,1
4289309,44803453,2,2
4289319,4216321,2,2
4289451,2001469,1,1
4289451,2001476,4,4
4289451,4018430,4,4
4289451,4031920,3,3
4289451,4039864,1,1
4289451,4147709,3,3
4289451,4164437,1,1
4289451,4222516,1,1
4289451,4337440,1,1
4289451,4338611,2,2
4289451,40481068,1,1
4289451,40483333,1,1
4289451,44805913,3,3
4290670,40480989,3,3
4290670,40481068,2,3
4290670,40481446,2,4
4290670,40482392,3,3
4290670,40483333,2,3
4290670,44789858,5,5
4292577,4144854,1,1
4296373,4322710,5,6
4297090,37116694,4,5
4297090,40483706,4,6
4297090,44790918,6,7
4297090,44812289,6,6
4297706,4055567,3,3
4297706,4250607,5,5
4299532,2001467,1,1
4299532,2001469,2,2
4299532,2001470,1,2
4299532,4000619,3,4
4299532,4018431,2,2
4299532,4019944,4,4
4299532,4020376,4,5
4299532,4069636,4,5
4299532,4081158,3,5
4299532,4125858,3,3
4299532,4128428,3,3
4299532,4130265,3,3
4299532,4140162,2,2
4299532,4146733,2,4
4299532,4147581,4,5
4299532,4148834,3,4
4299532,4151906,4,4
4299532,4154621,2,2
4299532,4174690,2,4
4299532,4180615,3,4
4299532,4195096,2,4
4299532,4208803,1,1
4299532,4215602,3,4
4299532,4266393,3,3
4299532,4332245,3,4
4299532,4336893,3,3
4299532,4337317,3,4
4299532,4337441,3,3
4299532,4338614,3,3
4299532,4339965,2,2
4299532,4339967,2,4
4299532,40480172,2,2
4299532,40485434,2,2
4299532,44783044,2,2
4299532,44790436,2,2
4299725,2001465,3,5
4299725,2001467,3,4
4299725,2001470,3,5
4299725,2001992,2,5
4299725,4000619,5,6
4299725,4018431,4,4
4299725,4019944,3,6
4299725,4020371,4,5
4299725,4020376,6,7
4299725,4021904,4,5
4299725,4051169,4,4
4299725,4069636,6,7
4299725,4081158,5,7
4299725,4128428,5,5
4299725,4130265,5,5
4299725,4140162,2,4
4299725,4140440,3,6
4299725,4146733,4,6
4299725,4147581,4,7
4299725,4148834,5,6
4299725,4151906,6,6
4299725,4154621,4,4
4299725,4174690,3,6
4299725,4180615,5,6
4299725,4208803,3,3
4299725,4215602,5,6
4299725,4221982,2,5
4299725,4266393,3,5
4299725,4332245,5,6
4299725,4336766,5,6
4299725,4336768,4,4
4299725,4336887,3,3
4299725,4336890,4,4
4299725,4336893,5,5
4299725,4337317,3,6
4299725,4337438,4,4
4299725,4337441,5,5
4299725,4338614,5,5
4299725,4339965,4,4
4299725,40480172,2,5
4299725,40481446,4,4
4299725,40482815,4,4
4299725,40483557,5,7
4299725,40485434,4,4
4299725,44783044,4,5
4299725,44790436,4,5
4299806,36716113,1,1
4300244,2001465,4,6
4300244,2001467,4,5
4300244,2001470,4,6
4300244,2001481,4,4
4300244,2001992,3,6
4300244,4000619,6,7
4300244,4019944,4,7
4300244,4020371,5,6
4300244,4020376,7,8
4300244,4021904,5,6
4300244,4051169,5,5
4300244,4081158,6,8
4300244,4115329,3,4
4300244,4128428,6,6
4300244,4130265,6,6
4300244,4147581,5,8
4300244,4147709,6,7
4300244,4148834,5,7
4300244,4151906,7,7
4300244,4154621,5,5
4300244,4180615,6,7
4300244,4181800,6,6
4300244,4208803,4,4
4300244,4215602,6,7
4300244,4221982,3,6
4300244,4332245,6,7
4300244,4336764,3,3
4300244,4336766,6,7
4300244,4336890,5,5
4300244,4336891,5,5
4300244,4336893,6,6
4300244,4337317,4,7
4300244,4337441,6,6
4300244,4337442,5,5
4300244,4338610,5,6
4300244,4339965,5,5
4300244,4339966,4,7
4300244,40480172,3,5
4300244,40481027,4,4
4300244,40481446,3,5
4300244,40482392,4,4
4300244,40482815,4,5
4300244,40483557,6,8
4300244,40485434,4,5
4300244,44789913,7,7
4300244,44805913,6,7
4301351,2001469,4,7
4301351,2001474,4,6
4301351,2001476,4,9
4301351,2001479,3,5
4301351,2001490,3,8
4301351,2001551,4,8
4301351,4018430,5,8
4301351,4018431,2,7
4301351,4031920,6,8
4301351,4039864,5,7
4301351,4069636,5,9
4301351,4083543,4,8
4301351,4094190,5,7
4301351,4115329,3,5
4301351,4125858,4,6
4301351,4140440,4,9
4301351,4144854,4,7
4301351,4146733,5,7
4301351,4147709,4,8
4301351,4164437,4,8
4301351,4181800,3,8
4301351,4195096,5,7
4301351,4222516,3,8
4301351,4302303,2,8
4301351,4322710,5,9
4301351,4336764,3,5
4301351,4336765,5,8
4301351,4336887,4,6
4301351,4337318,4,6
4301351,4337437,5,8
4301351,4337438,3,7
4301351,4337440,5,6
4301351,4337442,2,7
4301351,4338611,4,8
4301351,4338613,3,8
4301351,4339961,5,8
4301351,4339967,5,7
4301351,4351734,3,6
4301351,40479326,6,8
4301351,40480989,3,7
4301351,40481068,5,6
4301351,40483333,5,6
4301351,44789858,5,9
4301351,44789913,7,9
4301351,44790436,5,7
4301351,44810112,5,7
4301351,45769228,3,7
4301810,4323818,3,4
4301891,4027246,3,4
4301891,4049297,3,4
4301891,4100134,4,5
4301891,4100139,4,5
4301891,4100867,4,5
4301891,4100870,4,5
4301891,4101032,4,5
4301891,4101485,5,6
4301891,4102846,3,4
4301891,37110775,5,6
4301891,40486560,5,6
4301891,40487037,3,4
4301891,40488396,5,6
4301891,40491008,3,4
4301891,44803309,6,7
4301891,44803455,5,6
4302076,4332245,2,2
4302076,42690505,3,3
4302076,44807910,3,3
4302076,44812153,4,4
4302303,4083543,2,2
4302303,4302303,0,0
4302532,4051169,4,4
4302532,40479326,6,6
4302532,40480172,4,5
4302532,40481027,5,5
4302532,40481446,4,6
4302532,40482815,5,5
4302532,40485434,4,5
4302533,4051169,3,3
4302533,40480172,3,4
4302533,40481027,4,4
4302533,40481446,3,5
4302533,40482815,4,4
4302533,40485434,3,4
4302537,36715042,3,9
4302611,4351734,1,1
4302802,4302802,0,0
4303236,4051169,3,3
4303236,40481446,3,3
4303236,40482815,2,2
4303256,4303256,0,0
4304095,4302802,1,1
4304098,4197338,4,4
4304098,4200318,4,4
4304098,4324480,3,3
4304098,4336057,4,4
4304202,4274333,1,1
4304551,4197339,6,6
4304551,4200318,6,6
4304551,4203378,6,6
4304551,4324480,5,5
4304551,4336057,6,6
4304916,36715042,5,8
4305516,4300288,1,1
4305516,4305516,0,0
4305973,4134660,1,1
4306154,4197338,5,5
4306154,4197339,5,5
4306154,4200318,5,5
4306154,4324480,4,4
4306154,4336057,5,5
4307596,4121470,4,4
4309188,36715042,5,8
4310109,4110184,8,8
4310109,4225249,11,12
4310109,4323818,8,9
4311041,4215602,3,3
4311543,4323818,2,2
4311736,4126180,2,2
4311844,4126180,3,3
4312034,4121470,6,6
4313573,4246414,2,2
4315396,4337437,2,3
4315396,4338610,2,2
4315396,4339961,2,3
4316879,4100874,1,1
4316879,4316879,0,0
4317287,4100871,1,1
4321561,4080408,9,11
4321561,4093556,5,5
4321561,4099638,11,12
4321561,4110932,8,11
4321561,4126180,4,14
4321561,4179421,9,10
4321561,4250014,9,10
4321561,37113210,12,13
4321561,37118787,10,11
4321874,2008357,1,2
4322024,4081040,2,2
4322244,2001467,2,2
4322244,2001469,3,3
4322244,2001470,3,3
4322244,4069636,2,2
4322244,4146733,3,3
4322244,4147581,1,1
4322244,4148834,3,3
4322244,4180615,2,2
4322244,40480172,1,1
4322316,4066746,3,4
4322316,4101485,2,2
4322316,40493497,3,4
4322710,4322710,0,0
4322976,2001465,6,8
4322976,2001474,5,8
4322976,2001476,5,10
4322976,2001479,5,7
4322976,2001481,6,8
4322976,2001490,3,9
4322976,2001551,4,10
4322976,2008357,1,8
4322976,4018430,5,10
4322976,4020234,4,8
4322976,4020371,7,9
4322976,4031920,8,10
4322976,4039864,6,9
4322976,4055567,4,7
4322976,4075541,2,7
4322976,4083543,5,10
4322976,4094190,7,9
4322976,4098410,4,8
4322976,4115329,5,7
4322976,4117045,3,7
4322976,4143993,3,4
4322976,4144854,6,8
4322976,4147709,4,10
4322976,4164437,5,10
4322976,4179395,5,9
4322976,4181800,4,10
4322976,4197113,7,7
4322976,4222516,3,10
4322976,4302303,4,10
4322976,4322710,7,11
4322976,4336764,5,7
4322976,4336767,4,6
4322976,4336891,7,9
4322976,4337318,6,8
4322976,4337437,7,10
4322976,4337440,6,8
4322976,4337442,3,9
4322976,4338610,7,10
4322976,4338611,6,10
4322976,4338613,4,10
4322976,4339961,7,10
4322976,4339966,6,9
4322976,4339967,7,9
4322976,4351734,5,8
4322976,40479326,8,11
4322976,40480989,3,10
4322976,40481068,6,8
4322976,40482392,4,9
4322976,40483333,6,8
4322976,40483706,6,8
4322976,42689660,4,4
4322976,42690505,5,8
4322976,42709991,3,8
4322976,44783731,2,4
4322976,44789858,7,11
4322976,44789913,9,11
4322976,44803702,4,4
4322976,44803842,4,4
4322976,44803845,4,4
4322976,44803863,4,4
4322976,44805913,8,10
4322976,44807910,5,8
4322976,44808106,4,4
4322976,44810112,7,9
4322976,44812153,6,9
4322976,44812289,5,8
4322976,45769228,4,9
4323285,43020892,4,4
4323285,43022053,5,5
4323360,4180108,2,2
4323360,4323765,2,2
4323360,44784438,3,3
4323818,4029315,1,1
4324058,4147581,2,2
4324058,4337317,1,1
4324480,4197338,1,1
4324480,4197339,1,1
4324480,4200318,1,1
4324480,4324480,0,0
4324480,4336057,1,1
4324523,4083543,3,3
4324523,4302303,1,1
4324523,4338613,2,2
4326426,2001465,5,7
4326426,2001470,5,7
4326426,2001476,5,9
4326426,2001479,4,5
4326426,2001481,5,5
4326426,2001992,4,7
4326426,4018430,7,9
4326426,4020371,6,7
4326426,4020376,8,9
4326426,4039864,6,6
4326426,4081158,7,9
4326426,4115329,4,5
4326426,4128428,7,7
4326426,4144854,5,6
4326426,4147709,7,8
4326426,4148834,6,8
4326426,4181800,7,7
4326426,4215602,7,8
4326426,4332245,7,8
4326426,4336764,4,4
4326426,4336766,7,8
4326426,4336891,6,6
4326426,4337317,5,8
4326426,4337318,5,5
4326426,4337437,6,7
4326426,4337440,5,6
4326426,4337442,6,6
4326426,4338610,6,7
4326426,4338613,7,7
4326426,4339961,6,7
4326426,4339966,5,8
4326426,4351734,5,5
4326426,40480172,4,6
4326426,40481068,4,6
4326426,40481446,4,6
4326426,40482392,5,5
4326426,40483557,7,9
4326426,44789913,8,8
4326426,44805913,7,8
4326426,45769228,6,6
4326587,2001490,2,4
4326744,4171261,3,3
4326744,4171262,3,3
4326744,4171267,4,4
4326744,4174753,2,4
4326744,4174758,5,5
4326744,4353842,2,2
4326835,4197113,3,3
4332246,4273462,2,2
4334638,43020892,2,2
4336752,40480172,2,2
4336752,40481027,2,2
4336752,40481446,3,3
4336752,40482815,2,2
4336752,40485434,2,2
4336764,2001466,3,3
4336764,2001469,2,2
4336764,2001476,5,5
4336764,2001481,1,1
4336764,2001490,1,1
4336764,2001548,3,3
4336764,2001551,2,2
4336764,2107063,2,2
4336764,2107065,2,2
4336764,2107066,2,2
4336764,2107068,2,2
4336764,2107071,2,2
4336764,2107092,2,2
4336764,2107283,3,5
4336764,2107336,2,2
4336764,2107338,1,4
4336764,2107339,1,4
4336764,4012188,2,3
4336764,4012932,3,3
4336764,4018427,3,3
4336764,4018430,5,5
4336764,4018711,3,3
4336764,4020231,3,3
4336764,4031920,4,4
